rank,global_cell_id,scan_name,image_name,xmin,ymin,xmax,ymax,skeleton_length,num_junctions,num_components,num_end_nodes,num_start_nodes,total_nodes,end_to_start_ratio,soma_area,soma_perimeter,soma_circularity,cell_area,cell_perimeter,cell_convex_hull_area,cell_convex_hull_perimeter,cell_solidity,cell_convexity,cell_circularity,cell_convex_circularity,branch_area,branch_perimeter,sholl_min_radius,sholl_peak_radius,sholl_max_radius,sholl_peak,sholl_sum,min_dist_to_known,x_row_position
151,tile_x26624_y21504_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_8,tile_x26624_y21504_gray_matter,378.27295,196.59634,480.10986,294.8355,168,3,5,8,5,13,1.6,383,71.35533845424652,0.9452696129961172,1069,332.73506212234497,3877.0,250.91003370285037,0.2757286561774568,0.7540835405274844,0.1213362125906761,0.7738728447214336,686,383.0193328857422,11,16,65,6,168,3.2117779304086773,63703
152,tile_x6656_y31232_gray_matter_cell_2,2017-160_Iba1_Temporal_pole_Batch_6,tile_x6656_y31232_gray_matter,37.774464,207.69559,106.253525,283.70248,36,2,6,7,6,13,1.1666666666666667,1387,236.3502861261368,0.312013985018521,1447,342.534051656723,2238.0,198.48031067848208,0.6465594280607685,0.5794469475910466,0.1549782997137234,0.7138962227458426,326,206.6518018245697,13,18,45,5,36,3.2092335235408123,91734
153,tile_x34304_y17920_gray_matter_cell_4,2016-020_Iba1_Temporal_pole_Batch_8,tile_x34304_y17920_gray_matter,158.04947,132.6842,209.91782,170.43152,25,0,2,1,1,2,1.0,292,61.11269783973694,0.9824937651429376,803,139.88224983215332,928.0,113.3322582244873,0.865301724137931,0.8101975651698216,0.5157036339844869,0.9079266318891696,511,139.88224983215332,10,25,26,4,25,3.2023672873480615,19702
154,tile_x47104_y47104_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x47104_y47104_gray_matter,363.50244,286.49756,434.8949,354.57922,64,0,1,1,1,2,1.0,630,96.28427076339722,0.853964313966388,735,218.99494767189023,1994.5,188.31100833415985,0.3685134118826774,0.859887455560378,0.1925879063866962,0.7067934024660757,272,173.1959581375122,15,68,68,4,64,3.196623599962771,76318
155,tile_x49152_y71168_gray_matter_cell_1,2014-048_Iba1_Temporal_pole_Batch_8,tile_x49152_y71168_gray_matter,88.2298,357.107,123.20386,385.20197,0,0,0,0,0,0,0.0,635,95.69848430156708,0.871311549139058,477,82.18376553058624,463.5,77.52467095851898,1.029126213592233,0.9433088208846636,0.8874750878989159,0.9691248712207272,34,34.14213538169861,0,0,0,0,0,3.195157682768854,6652
156,tile_x13312_y34816_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x13312_y34816_gray_matter,164.4346,312.49976,223.51926,447.47705,100,1,6,7,6,13,1.1666666666666667,779,124.56854152679443,0.6308564712371363,1357,330.73506212234497,2431.5,229.7605632543564,0.5580917129344026,0.6946967212365399,0.1558939407641105,0.5788061852890193,696,280.1076455116272,8,22,71,7,100,3.1942473845242803,43432
157,tile_x69120_y11776_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x69120_y11776_gray_matter,39.31273,143.07758,184.36894,291.81396,191,2,4,6,4,10,1.5,767,111.49747383594512,0.7753096193358328,1583,434.8183224201202,6953.0,338.7677192687988,0.22767150870128,0.7791017576795727,0.1052143815124958,0.7613389570811046,855,469.3036036491394,16,53,83,10,191,3.1822200223502346,39930
158,tile_x7680_y23552_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x7680_y23552_gray_matter,174.59222,227.1499,229.6366,310.16168,85,1,2,2,3,5,0.6666666666666666,354,69.69848430156708,0.9157279255905983,914,188.95331752300265,1910.0,181.6463187932968,0.4785340314136125,0.9613290794493922,0.3216970045123016,0.727428026010894,561,248.6518018245697,12,23,44,7,85,3.1804562142507535,50528
159,tile_x38912_y48640_gray_matter_cell_0,2016-032_Iba1_Temporal_pole_Batch_8,tile_x38912_y48640_gray_matter,91.73242,234.59589,213.01904,322.88763,166,5,5,10,6,16,1.6666666666666667,259,56.87005722522736,1.006334351223131,728,312.4924215078354,3546.0,255.4929360151291,0.2053017484489565,0.8175972229416862,0.093683318152251,0.6826385358853577,490,306.2497808933258,9,41,55,7,166,3.166907023596711,29345
160,tile_x23552_y42496_gray_matter_cell_0,2018-001_Iba1_Temporal_pole_Batch_6,tile_x23552_y42496_gray_matter,299.34833,178.46204,341.107,222.06488,24,1,1,2,1,3,2.0,485,81.84061968326569,0.9099421534788048,700,137.53910398483276,819.0,108.30790400505066,0.8547008547008547,0.7874698966847595,0.4650027513313565,0.8773511770132767,298,162.2670258283615,13,23,26,6,24,3.1667795944590567,97925
161,tile_x9728_y7168_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x9728_y7168_gray_matter,7.0564117,132.47104,196.9666,346.755,436,7,6,13,6,19,2.1666666666666665,386,75.35533845424652,0.8542187877875591,2035,859.6366448402405,19090.0,540.5661866664886,0.1066003143006809,0.6288310182111309,0.0346054448709061,0.8209525188544411,1676,900.0214208364487,11,99,118,17,436,3.1459166818968822,42893
162,tile_x32768_y25088_gray_matter_cell_3,2018-001_Iba1_Temporal_pole_Batch_6,tile_x32768_y25088_gray_matter,228.7963,128.41449,318.58438,236.04367,166,1,3,4,3,7,1.3333333333333333,240,56.28427076339722,0.9520220746090536,831,353.9482651948929,4270.0,263.4670761823654,0.1946135831381733,0.7443660616256835,0.0833549339440098,0.7730098630684504,626,382.3330411911011,8,49,70,9,166,3.140205542086977,102469
163,tile_x26624_y53760_gray_matter_cell_3,2018-001_Iba1_Temporal_pole_Batch_6,tile_x26624_y53760_gray_matter,206.5971,424.8391,300.69598,485.318,66,2,3,5,3,8,1.6666666666666667,616,109.39696860313416,0.6468148773239223,1018,292.9777027368545,2207.0,205.2517912387848,0.4612596284549162,0.7005713722287493,0.1490350794174772,0.6583218736518803,505,247.27921843528748,15,25,62,4,66,3.135410098875494,99493
164,tile_x5120_y14848_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x5120_y14848_gray_matter,18.648788,387.4179,151.13347,510.36322,132,2,3,4,2,6,2.0,719,115.9827550649643,0.6716637545386618,1585,385.50461411476135,5190.0,302.1685755252838,0.3053949903660886,0.7838260930265568,0.1340231958141162,0.714296673128085,869,451.546244263649,24,53,88,9,132,3.135345042026077,22944
165,tile_x30208_y38912_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_6,tile_x30208_y38912_gray_matter,396.56726,132.62096,443.41162,171.09941,15,0,1,1,1,2,1.0,530,91.49747383594512,0.7955500843630434,548,118.911687374115,644.5,102.38859391212463,0.8502715283165244,0.8610473551686632,0.487013879905267,0.7725553917112072,94,90.76955199241638,18,22,29,2,15,3.1330514721908216,54894
166,tile_x44544_y35840_gray_matter_cell_2,2017-026_Iba1_Temporal_pole_Batch_8,tile_x44544_y35840_gray_matter,299.33862,96.079315,335.98602,130.33173,0,0,0,0,0,0,0.0,540,93.11269783973694,0.7826828247927619,639,97.5979790687561,628.0,91.87646317481996,1.017515923566879,0.9413766970532716,0.8430029070426792,0.9348909824518232,169,112.08326029777528,0,0,0,0,0,3.132156470313118,46374
167,tile_x28160_y37376_gray_matter_cell_2,2017-063_Iba1_Temporal_pole_Batch_8,tile_x28160_y37376_gray_matter,176.3829,159.73618,254.46451,237.56982,71,2,3,5,3,8,1.6666666666666667,315,65.94112491607666,0.9103485702485324,958,235.13708305358887,1612.0,184.23665642738345,0.5942928039702233,0.7835287145473137,0.2177374439736761,0.596791755426776,643,292.2497808933258,10,59,63,5,71,3.1294300812213245,63892
168,tile_x11776_y5120_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x11776_y5120_gray_matter,74.62326,47.312317,200.14389,154.16206,105,1,4,5,4,9,1.25,314,64.28427076339722,0.9548388230186852,720,220.99494767189023,2517.0,199.50487577915192,0.2860548271752086,0.9027576326104771,0.1852582982185557,0.7946685973240615,406,261.9655101299286,10,38,54,8,105,3.1283397585670993,52216
169,tile_x15872_y36864_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_8,tile_x15872_y36864_gray_matter,19.099537,13.932388,121.83067,159.02895,148,5,3,9,2,11,4.5,754,135.88224983215332,0.5131634922101679,763,320.69343197345734,4532.5,274.73523938655853,0.1683397683397683,0.856691194752306,0.0932296966779161,0.7546037163875009,399,263.4802289009094,18,31,63,7,148,3.1253481109882126,62965
170,tile_x43008_y32256_gray_matter_cell_1,2017-014_Iba1_Temporal_pole_Batch_6,tile_x43008_y32256_gray_matter,119.17664,270.45367,190.07233,378.7461,186,9,3,11,1,12,11.0,219,53.455843687057495,0.9630827455103292,794,370.0487704277039,3027.5,225.66565001010892,0.262262592898431,0.6098267797222612,0.0728639037816962,0.7470731035237155,638,333.0782079696655,8,39,81,11,186,3.1167020863718125,37466
171,tile_x40448_y61952_gray_matter_cell_0,2014-048_Iba1_Temporal_pole_Batch_8,tile_x40448_y61952_gray_matter,235.70406,57.32724,360.84894,199.2182,172,4,4,7,5,12,1.4,314,65.94112491607666,0.907458574787426,1377,352.73506212234497,5225.0,287.2861086130142,0.2635406698564593,0.8144529406418067,0.1390741909885315,0.7955489473331052,1071,358.9777027368545,9,34,60,9,172,3.1153911230182234,4705
172,tile_x24576_y54272_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x24576_y54272_gray_matter,303.19385,281.90582,374.56323,333.2104,81,4,3,7,2,9,3.5,336,73.69848430156708,0.777377612058303,1013,262.5929267406464,2175.0,180.3726261854172,0.4657471264367816,0.6868906501947205,0.184609166743108,0.8400939714396298,693,270.83556735515594,13,22,38,12,81,3.113498513218942,84643
173,tile_x52224_y15360_gray_matter_cell_4,2014-048_Iba1_Temporal_pole_Batch_8,tile_x52224_y15360_gray_matter,258.19684,126.89826,306.63312,180.9151,46,0,4,4,4,8,1.0,596,111.9827550649643,0.5972467946868056,740,188.85281229019165,1717.5,162.9462822675705,0.4308588064046579,0.8628215820116403,0.2607322009915343,0.8128636394667251,225,150.95331752300262,11,11,36,4,46,3.09658419280002,7251
174,tile_x51200_y65536_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x51200_y65536_gray_matter,328.66232,434.59433,432.72556,509.8287,132,2,1,3,1,4,3.0,387,73.11269783973694,0.9097775376681804,930,297.8650048971176,3978.5,250.2492617368698,0.2337564408696745,0.8401432112621143,0.131720644672978,0.7983321449471859,543,339.66399443149567,13,17,85,4,132,3.0949844478248574,89349
175,tile_x5632_y48128_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_8,tile_x5632_y48128_gray_matter,297.69452,289.841,395.36542,398.11078,105,0,2,2,2,4,1.0,297,62.28427076339722,0.9620763643513708,602,210.5096664428711,2647.5,228.3790729045868,0.2273843248347497,1.0848863938823692,0.170711299798367,0.6378715340497498,311,232.1665205955505,10,79,80,8,105,3.0924102333706034,65839
176,tile_x36864_y38912_gray_matter_cell_3,2017-160_Iba1_Temporal_pole_Batch_6,tile_x36864_y38912_gray_matter,72.60185,363.95502,103.28447,391.66498,0,0,0,0,0,0,0.0,449,82.38477599620819,0.8313086024370012,424,75.94112491607666,402.5,73.14584589004517,1.053416149068323,0.9631914982939668,0.9238929827057488,0.9453582431678772,48,58.62741661071777,0,0,0,0,0,3.0913545590126845,87488
177,tile_x78336_y71168_gray_matter_cell_1,2014-048_Iba1_Temporal_pole_Batch_8,tile_x78336_y71168_gray_matter,453.3487,29.875927,503.09406,62.846424,14,0,2,3,1,4,3.0,484,80.42640614509583,0.9402815191303926,777,112.56854152679443,777.0,105.50655484199524,1.0,0.9372650068214816,0.7705428666367027,0.8771462252494742,293,162.85281229019165,14,17,20,4,14,3.0904980829054787,13280
178,tile_x72704_y41472_gray_matter_cell_3,2017-160_Iba1_Temporal_pole_Batch_6,tile_x72704_y41472_gray_matter,312.70898,144.4223,372.32257,235.19592,72,1,5,4,3,7,1.3333333333333333,517,103.15432798862456,0.6105559934941241,691,268.3502861261368,2451.5,204.5101935863495,0.2818682439322864,0.7621016416215798,0.1205823618149788,0.7365662952622987,329,194.6518018245697,11,45,50,4,72,3.0808836049376693,92732
179,tile_x46080_y27136_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x46080_y27136_gray_matter,177.7619,76.42832,289.99335,237.1724,328,11,4,16,5,21,3.2,617,111.74011445045473,0.6209788437279788,2878,633.3279888629913,7933.5,361.4374349117279,0.3627654881199975,0.5706955025951302,0.0901661011569423,0.7631473969692046,2275,633.3279888629913,11,46,81,13,328,3.0728392902729644,46593
180,tile_x86528_y17408_gray_matter_cell_0,2014-048_Iba1_Temporal_pole_Batch_8,tile_x86528_y17408_gray_matter,58.115726,291.36328,164.57162,363.57263,110,3,2,5,2,7,2.5,309,71.11269783973694,0.7678458359590152,1293,287.66399443149567,2468.0,218.9293856620789,0.5239059967585089,0.7610593953363695,0.1963529251747236,0.6470635001041848,1046,301.22034335136414,11,17,51,8,110,3.065406932183213,14474
181,tile_x17408_y28160_gray_matter_cell_1,2017-014_Iba1_Temporal_pole_Batch_6,tile_x17408_y28160_gray_matter,16.4716,321.55377,127.423416,417.66425,216,7,5,10,6,16,1.6666666666666667,598,125.53910398483276,0.4768183919609209,1455,532.3157962560654,5603.0,283.5083237886429,0.2596823130465822,0.5325942340667718,0.0645259117139009,0.8759894140364852,955,528.558436870575,10,27,60,17,216,3.0630741508164685,32991
182,tile_x26624_y63488_gray_matter_cell_2,2017-129_Iba1_Tp_B8_100,tile_x26624_y63488_gray_matter,308.2401,291.0356,401.4402,395.70712,180,4,4,8,4,12,2.0,346,68.5269113779068,0.925899068231386,941,382.73506212234497,3523.0,253.5372309684753,0.2671019017882486,0.6624353398995092,0.0807240584995819,0.6887141748288262,640,378.3919162750244,10,40,66,10,180,3.061802501651128,72634
183,tile_x69632_y33280_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_8,tile_x69632_y33280_gray_matter,118.36029,238.91785,202.47629,360.16315,122,3,4,5,4,9,1.25,432,77.01219260692596,0.915323545552457,1452,299.5634891986847,2583.0,228.6509301662445,0.562137049941928,0.7632803676371668,0.2033287166452696,0.6208523442315873,1020,299.5634891986847,13,38,62,7,122,3.058828730007576,67175
184,tile_x11264_y6656_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x11264_y6656_gray_matter,178.04593,400.15607,221.84705,433.91583,2,0,1,0,2,2,0.0,413,78.32590091228485,0.8459586157911593,731,109.15432798862456,725.5,103.86312592029572,1.007580978635424,0.9515254945376028,0.7709839203583192,0.8451319148874413,318,188.30865597724917,15,15,16,1,2,3.0459722713000166,43224
185,tile_x59392_y43520_gray_matter_cell_1,2017-129_Iba1_Tp_B8_100,tile_x59392_y43520_gray_matter,217.36438,158.25943,362.35724,328.49704,305,6,4,9,5,14,1.8,344,67.11269783973694,0.9597517488494518,1283,585.4284940958023,8423.5,353.2557189464569,0.1523119843295542,0.6034139480895313,0.0470423281463155,0.8482503377855743,948,588.0142805576324,10,22,83,9,305,3.0405655568607415,77827
186,tile_x82944_y28160_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x82944_y28160_gray_matter,224.85176,86.1767,314.0628,220.08472,169,2,6,8,6,14,1.3333333333333333,596,93.01219260692596,0.8657178241453308,1406,416.57568180561066,4097.5,268.6923416852951,0.3431360585723002,0.6450024651479217,0.101813966489915,0.7132113562773498,825,448.9604578018189,13,20,77,14,169,3.0347298734615653,80488
187,tile_x37376_y54784_gray_matter_cell_2,2016-020_Iba1_Temporal_pole_Batch_8,tile_x37376_y54784_gray_matter,410.76266,416.88586,468.0466,486.94055,31,0,3,3,3,6,1.0,669,96.42640614509584,0.9041573568287338,1228,171.68123936653137,1405.0,156.4394931793213,0.8740213523131672,0.9112206654410872,0.5235552889874857,0.7214286537917363,559,171.68123936653137,14,17,35,2,31,3.034517612844998,20329
188,tile_x58880_y25600_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x58880_y25600_gray_matter,415.45044,71.45424,498.61584,162.79759,118,3,2,6,1,7,6.0,574,117.74011445045473,0.5203227910198059,1552,383.9898953437805,4019.5,243.6683485507965,0.3861176763279015,0.634569689217066,0.1322701934571114,0.8507141513653805,978,490.9015827178955,17,43,62,11,118,3.0334450742651304,48385
189,tile_x37888_y35840_gray_matter_cell_3,2017-129_Iba1_Tp_B8_100,tile_x37888_y35840_gray_matter,96.96013,38.784634,234.23616,131.42395,197,5,4,10,4,14,2.5,292,62.28427076339722,0.9458797925609436,1163,480.5168067216873,3887.0,289.25845682621,0.2992024697710316,0.6019736516599031,0.0632954386768164,0.5837841167257928,894,512.9015827178955,9,13,114,12,197,3.0309761102465593,74795
190,tile_x24576_y49664_gray_matter_cell_1,2018-001_Iba1_Temporal_pole_Batch_6,tile_x24576_y49664_gray_matter,186.1214,116.638626,307.1963,208.74889,187,3,4,7,4,11,1.75,397,91.01219260692596,0.6022838478089958,1104,444.9604578018189,6192.0,308.37310886383057,0.1782945736434108,0.6930348606418798,0.0700706426649854,0.8182533903031772,763,450.1320307254791,10,24,62,6,187,3.0303786727515774,98440
191,tile_x47616_y51712_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x47616_y51712_gray_matter,310.42822,448.34326,344.2387,482.98718,6,0,4,0,2,2,0.0,403,82.87005722522736,0.737428015311149,561,89.49747383594513,547.0,85.60527777671814,1.0255941499085923,0.9565105483718832,0.8801388087972083,0.937985465176956,194,114.81118214130402,7,7,15,1,6,3.0224176408827566,46895
192,tile_x30720_y43008_gray_matter_cell_1,2016-020_Iba1_Temporal_pole_Batch_8,tile_x30720_y43008_gray_matter,283.9925,33.07159,338.11993,112.76883,14,0,3,3,3,6,1.0,1000,149.39696860313416,0.5630232032602227,1592,216.30865597724917,1756.5,181.7872666120529,0.906347850839738,0.8404068056859125,0.4275679363817101,0.6679302289166381,621,286.1076455116272,12,14,38,2,14,3.0154098333267183,19150
193,tile_x25088_y51712_gray_matter_cell_3,2017-160_Iba1_Temporal_pole_Batch_6,tile_x25088_y51712_gray_matter,316.13074,210.35614,370.4015,254.41003,40,0,2,1,3,4,0.3333333333333333,410,73.35533845424652,0.9574812327904888,796,142.95331752300262,1055.5,131.5172822475433,0.7541449549976315,0.920001609800912,0.4894794402936931,0.7668359240658045,389,195.82337474823,12,16,39,4,40,2.996622247448797,84768
194,tile_x11264_y59392_gray_matter_cell_3,2018-001_Iba1_Temporal_pole_Batch_6,tile_x11264_y59392_gray_matter,373.33698,24.95752,446.9101,96.85344,95,5,4,6,3,9,2.0,470,89.5979790687561,0.7357178514890789,1096,258.3502861261368,2249.5,184.67383062839508,0.4872193820849078,0.7148195320295874,0.2063490740618473,0.8288675665638461,696,274.83556735515594,11,25,43,8,95,2.992552552888592,93878
195,tile_x73216_y54272_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x73216_y54272_gray_matter,15.80658,35.199703,157.46042,112.50458,64,1,6,5,4,9,1.25,900,178.16652059555054,0.3562871637341052,1110,345.9482651948929,2742.5,265.84874987602234,0.4047402005469462,0.7684638907677546,0.1165495305534013,0.4876264507485752,336,259.76449966430664,16,36,76,4,64,2.9916259020641744,60983
196,tile_x41472_y53760_gray_matter_cell_1,2014-048_Iba1_Temporal_pole_Batch_8,tile_x41472_y53760_gray_matter,283.38617,52.217636,342.46405,143.69365,128,6,3,8,2,10,4.0,537,85.35533845424652,0.9262383790555684,1378,352.29141104221344,2667.0,200.0960611104965,0.5166854143232096,0.567984500441085,0.1395259446001145,0.8370584799371784,844,428.8183224201202,14,43,56,12,128,2.9915473046555006,4945
197,tile_x15872_y59904_gray_matter_cell_2,2014-048_Iba1_Temporal_pole_Batch_8,tile_x15872_y59904_gray_matter,47.070187,204.91458,160.51312,292.00903,132,3,3,6,3,9,2.0,214,51.79898953437805,1.0022615313705208,1336,351.9482651948929,3429.5,260.2438327074051,0.3895611605190261,0.7394377482249953,0.1355372483631073,0.636326160970976,1132,378.9188276529312,9,49,85,6,132,2.9904929115442034,465
198,tile_x64512_y38400_gray_matter_cell_1,2014-048_Iba1_Temporal_pole_Batch_8,tile_x64512_y38400_gray_matter,317.63898,417.9156,357.5868,462.7072,31,0,4,4,2,6,2.0,328,69.69848430156708,0.8484710722986334,590,144.71067690849304,835.0,109.8348879814148,0.7065868263473054,0.7589964357009279,0.3540468425593082,0.869792616358876,312,144.71067690849304,10,15,21,5,31,2.9842055141103194,10008
199,tile_x89600_y31744_gray_matter_cell_1,2017-129_Iba1_Tp_B8_100,tile_x89600_y31744_gray_matter,97.707634,235.16428,189.61743,398.09415,149,2,1,3,1,4,3.0,667,95.84061968326569,0.9125075610950178,1389,360.14927566051483,5679.0,336.8094176054001,0.2445853143159007,0.9351939330925784,0.1345696176492056,0.6290907216460447,722,444.8183224201202,17,43,125,4,149,2.982715385650413,81095
200,tile_x24064_y64000_gray_matter_cell_3,2017-063_Iba1_Temporal_pole_Batch_6,tile_x24064_y64000_gray_matter,34.050404,229.03389,149.87566,402.3233,294,11,3,14,2,16,7.0,459,83.25483322143555,0.8321538738342806,1833,531.445739030838,8250.0,364.9047762155533,0.2221818181818181,0.6866265912320714,0.0815557282803577,0.7785826414420399,1401,561.8305150270462,16,77,109,11,294,2.9791464863010515,54075
201,tile_x69120_y21504_gray_matter_cell_1,2014-048_Iba1_Temporal_pole_Batch_8,tile_x69120_y21504_gray_matter,110.22314,327.58044,200.05023,510.97815,295,7,3,10,3,13,3.333333333333333,607,103.69848430156708,0.7093388358882073,2210,613.9726504087448,8194.0,408.44983077049255,0.2697095435684647,0.6652573701753198,0.073672275854307,0.6172035036297568,1725,639.8721451759338,11,41,150,15,295,2.9786174849447513,11013
202,tile_x17408_y35328_gray_matter_cell_5,2018-001_Iba1_Temporal_pole_Batch_6,tile_x17408_y35328_gray_matter,264.76974,391.06226,376.304,466.5293,146,4,2,5,2,7,2.5,328,66.5269113779068,0.9312986761197338,1361,375.26197350025177,4305.5,261.23267817497253,0.316107304610382,0.6961341585941355,0.121450378562881,0.7928270366717892,1038,428.1320307254791,10,83,84,8,146,2.9759024979187947,96131
203,tile_x8704_y8704_gray_matter_cell_1,2017-026_Iba1_Temporal_pole_Batch_8,tile_x8704_y8704_gray_matter,102.00156,38.097168,151.94376,71.3002,13,0,1,0,2,2,0.0,586,93.74011445045473,0.8380241248492679,839,117.25483322143556,838.0,109.8190610408783,1.0011933174224343,0.936584514460783,0.7668498169979193,0.8731692447743298,266,188.1665205955505,14,20,20,4,13,2.975062734443576,51723
204,tile_x51200_y30208_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x51200_y30208_gray_matter,345.57983,126.67471,507.841,358.61353,486,7,5,11,4,15,2.75,617,90.6690467596054,0.9431416592410872,2851,879.5950146913528,21225.5,573.711740732193,0.1343195684436173,0.6522453301233258,0.0463064579966378,0.8103643337694556,2234,966.2640614509584,14,103,159,11,486,2.9729201207311875,22878
205,tile_x13824_y26624_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_6,tile_x13824_y26624_gray_matter,75.66777,144.23547,244.97728,372.82263,416,6,2,8,2,10,4.0,307,62.28427076339722,0.9944695079322252,1591,642.6416971683502,18510.5,534.9574563503265,0.0859512168769077,0.8324350236025626,0.0484107980333282,0.8128109086364386,1287,682.0975408554077,10,81,172,16,416,2.969137867306012,52462
206,tile_x9728_y15872_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x9728_y15872_gray_matter,368.91196,144.24344,455.86703,301.6113,163,3,3,6,3,9,2.0,507,85.01219260692596,0.881567129159063,1416,417.3036036491394,3928.0,306.0930436849594,0.3604887983706721,0.7335020378647781,0.1021806937962228,0.5268347622705759,913,467.1025931835175,11,30,92,7,163,2.967394765574043,93418
207,tile_x24576_y21504_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x24576_y21504_gray_matter,18.958801,171.3046,167.58768,282.69138,241,3,6,9,6,15,1.5,1192,179.53910398483276,0.4646950138353822,2281,673.6122596263885,8945.5,382.7014211416245,0.2549885417248896,0.5681330998249431,0.0631706264905919,0.7675281879128847,1222,659.1269783973694,11,72,85,10,241,2.9635894726558436,84579
208,tile_x17408_y48640_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x17408_y48640_gray_matter,126.32402,271.01154,182.8091,316.47186,25,1,3,2,1,3,2.0,331,65.4558436870575,0.9708251258235412,848,136.61017167568207,923.5,124.50359809398653,0.918245804006497,0.9113786811538672,0.5710046462007511,0.7486571191908143,520,187.5807341337204,10,12,21,4,25,2.962682868965053,53108
209,tile_x57856_y36864_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_8,tile_x57856_y36864_gray_matter,5.6635704,357.34412,124.20114,495.80664,252,6,6,12,6,18,2.0,765,127.74011445045473,0.5891375404483903,1219,571.5289993286133,7697.0,348.655882358551,0.1583733922307392,0.6100405802122449,0.046896132369053,0.7956780122653332,665,467.78888487815857,14,44,71,17,252,2.9594115634540636,65974
210,tile_x8192_y39936_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x8192_y39936_gray_matter,161.91086,173.58847,327.87857,335.83032,325,7,3,10,3,13,3.333333333333333,183,48.62741661071777,0.9725200376185896,1096,637.6122596263885,8691.0,416.7323989868164,0.1261074674951098,0.6535827890621213,0.0338771682095094,0.6288760879981121,968,608.8843377828598,8,56,102,19,325,2.9505343107913795,41367
211,tile_x79360_y79360_gray_matter_cell_3,2014-048_Iba1_Temporal_pole_Batch_8,tile_x79360_y79360_gray_matter,240.59639,142.92456,296.14618,245.36243,160,8,3,10,2,12,5.0,315,65.11269783973694,0.9336606120379698,807,390.3330411911011,2459.0,214.0240362882614,0.3281821878812525,0.5483113487783847,0.0665599164496587,0.6745952710051079,611,346.8771975040436,10,30,62,11,160,2.946418087274482,13590
212,tile_x39936_y28672_gray_matter_cell_1,2018-001_Iba1_Temporal_pole_Batch_6,tile_x39936_y28672_gray_matter,306.09534,188.532,368.72534,231.3719,20,0,2,1,1,2,1.0,824,116.22539567947388,0.7665403293502635,975,162.85281229019165,1136.0,140.45307672023773,0.858274647887324,0.8624541065337008,0.4619808293886667,0.7236451922354142,222,134.36753106117249,23,24,41,2,20,2.9443415600566807,105136
213,tile_x11776_y55808_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x11776_y55808_gray_matter,39.47043,343.77374,172.8016,414.6018,96,1,2,3,2,5,1.5,590,98.22539567947388,0.7684476764650934,971,237.37972366809845,3238.0,264.1168965101242,0.2998764669549104,1.1126346110310978,0.2165418556012425,0.5833031711304971,394,274.9777027368545,18,20,98,3,96,2.9391399498060364,81864
214,tile_x48128_y37888_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x48128_y37888_gray_matter,89.23987,298.92944,265.1617,410.22107,361,15,4,19,3,22,6.333333333333333,479,93.9827550649643,0.681473595697007,1918,808.9087229967117,10194.5,414.6964564323425,0.1881406640835744,0.5126616200849503,0.0368348944227812,0.7449294526493521,1532,772.7665876150131,11,112,128,11,361,2.9339385693163935,88949
215,tile_x37888_y50176_gray_matter_cell_2,2017-063_Iba1_Temporal_pole_Batch_8,tile_x37888_y50176_gray_matter,78.817474,335.53564,182.86081,466.80145,147,4,5,8,4,12,2.0,974,154.85281229019165,0.5104234596911005,1340,452.71781718730927,4034.5,274.2314138412476,0.3321353327549882,0.6057446900257207,0.0821598217732438,0.6741634111107286,621,333.1787132024765,11,39,75,16,147,2.9326674479198185,64432
