rank,global_cell_id,scan_name,image_name,xmin,ymin,xmax,ymax,skeleton_length,num_junctions,num_components,num_end_nodes,num_start_nodes,total_nodes,end_to_start_ratio,soma_area,soma_perimeter,soma_circularity,cell_area,cell_perimeter,cell_convex_hull_area,cell_convex_hull_perimeter,cell_solidity,cell_convexity,cell_circularity,cell_convex_circularity,branch_area,branch_perimeter,sholl_min_radius,sholl_peak_radius,sholl_max_radius,sholl_peak,sholl_sum,min_dist_to_known,x_row_position
128,tile_x6144_y48640_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x6144_y48640_gray_matter,6.3176804,253.11163,110.33316,364.3692,148,4,6,10,6,16,1.6666666666666667,670,114.6690467596054,0.6403129159948661,986,385.9898953437805,2913.5,213.03187215328217,0.3384245752531319,0.5519104896866435,0.0831639115268788,0.806743952243067,597,340.19090580940247,9,32,71,7,148,3.5127809045066365,59308
129,tile_x7168_y26624_gray_matter_cell_1,2017-014_Iba1_Temporal_pole_Batch_6,tile_x7168_y26624_gray_matter,98.1685,84.251755,206.74168,165.4738,96,0,2,2,2,4,1.0,353,68.5269113779068,0.9446311303054314,453,225.23758828639984,2194.0,231.92305958271027,0.2064721969006381,1.0296818632590292,0.1122086478452709,0.5125764204259736,257,185.4385987520218,11,18,76,5,96,3.509836925432994,40264
130,tile_x46080_y57856_gray_matter_cell_5,2014-048_Iba1_Temporal_pole_Batch_8,tile_x46080_y57856_gray_matter,162.48227,325.3095,243.56662,436.08075,183,6,5,11,5,16,2.2,303,65.94112491607666,0.8756686247152549,1021,353.22034335136414,4714.5,276.7622573375702,0.2165659136705907,0.7835399702962814,0.102835766479137,0.7734491665151972,741,344.4924215078354,8,39,60,11,183,3.504242648488714,5962
131,tile_x69120_y55296_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_6,tile_x69120_y55296_gray_matter,170.74112,147.2453,303.33685,276.23773,151,3,3,6,2,8,3.0,276,59.455843687057495,0.9811374514879831,931,331.1787132024765,3769.5,276.8759778738022,0.2469823584029712,0.8360319272830962,0.1066681385354841,0.6179069169977307,667,360.14927566051483,10,18,93,7,151,3.5002584878294747,60401
132,tile_x19968_y38912_gray_matter_cell_2,2016-020_Iba1_Temporal_pole_Batch_8,tile_x19968_y38912_gray_matter,177.21045,240.36917,268.31335,355.7529,122,4,3,7,3,10,2.333333333333333,706,113.0538227558136,0.694135188516465,1271,328.4924215078354,4554.5,274.173237323761,0.2790646613239653,0.8346409821732257,0.1480146509553989,0.7613782219677321,589,354.29141104221344,15,43,63,8,122,3.499896135616787,16975
133,tile_x34304_y26112_gray_matter_cell_3,2017-026_Iba1_Temporal_pole_Batch_8,tile_x34304_y26112_gray_matter,157.70523,348.87085,204.74252,393.9049,18,0,4,3,3,6,1.0,487,87.25483322143555,0.8038219100749823,825,145.9827550649643,924.5,119.24642837047575,0.8923742563547864,0.8168528420867897,0.4864751955457163,0.8170074550137119,355,198.5096664428711,9,18,21,4,18,3.496816723154558,45100
134,tile_x7168_y19968_gray_matter_cell_1,2017-160_Iba1_Temporal_pole_Batch_6,tile_x7168_y19968_gray_matter,113.54603,70.42674,216.65686,203.70103,114,1,1,2,1,3,2.0,585,97.01219260692596,0.7811116036402509,1051,250.55129659175876,4225.0,266.1991972923279,0.2487573964497041,1.0624538803567456,0.2103871792912743,0.7492436902136094,484,293.1787132024765,18,43,83,5,114,3.4937810374541045,92526
135,tile_x55296_y37376_gray_matter_cell_1,2017-026_Iba1_Temporal_pole_Batch_8,tile_x55296_y37376_gray_matter,104.54662,288.02118,243.41516,356.37677,98,1,3,4,3,7,1.3333333333333333,401,80.42640614509583,0.7790348949819987,623,186.85281229019165,2508.5,233.8576853275299,0.2483555909906318,1.2515609610645697,0.2242325383430243,0.5763956250211486,245,171.1959581375122,13,28,77,6,98,3.4865446914412805,47892
136,tile_x5120_y28160_gray_matter_cell_2,2017-129_Iba1_Tp_B8_100,tile_x5120_y28160_gray_matter,348.15433,120.91199,434.38693,266.64706,245,7,3,8,3,11,2.6666666666666665,340,76.76955199241638,0.7249545312272724,1279,492.457931637764,6159.5,310.2106764316559,0.2076467245717996,0.6299232005462687,0.0662738400264178,0.8043440288678311,1041,462.1736608743668,12,52,67,10,245,3.475763235871859,76809
137,tile_x60928_y38400_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x60928_y38400_gray_matter,331.90753,6.2343597,411.13446,151.92961,152,4,7,9,4,13,2.25,877,175.33809351921082,0.3584733688070148,1207,487.8305150270462,4758.0,287.21982192993164,0.2536780159730979,0.5887696916909916,0.0637351787324105,0.7247788048218143,666,363.36247873306274,18,22,94,6,152,3.4721100156268103,59161
138,tile_x28160_y35328_gray_matter_cell_1,2018-001_Iba1_Temporal_pole_Batch_6,tile_x28160_y35328_gray_matter,256.47424,99.45688,363.20544,229.97067,182,1,5,6,5,11,1.2,845,161.33809351921082,0.4079366560262964,2091,588.9432128667831,7529.0,338.1097710132599,0.2777261256474963,0.5740957084256936,0.07575600331653,0.827621411771717,1285,629.7127648591995,10,38,85,6,182,3.4707418263040757,100179
139,tile_x37888_y46592_gray_matter_cell_1,2017-129_Iba1_Tp_B8_100,tile_x37888_y46592_gray_matter,14.114971,200.40012,121.37291,305.42645,101,0,3,3,3,6,1.0,413,74.5269113779068,0.9344018065917364,1082,256.99494767189026,3108.5,245.2216293811798,0.3480778510535628,0.9541885223917256,0.2058675773486847,0.6495957698908525,670,309.8650048971176,13,22,58,4,101,3.4667164396915044,74812
140,tile_x20992_y61440_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x20992_y61440_gray_matter,16.679565,120.94046,170.2164,259.70145,287,4,3,7,3,10,2.333333333333333,461,80.18376553058624,0.9010271855510132,1381,539.6883796453476,11372.0,420.0915672779083,0.1214386211748153,0.7783965397846226,0.0595823198260668,0.809764600720921,979,537.2030984163284,13,93,106,8,287,3.4663251213767836,83874
141,tile_x50688_y11776_gray_matter_cell_1,2017-014_Iba1_Temporal_pole_Batch_6,tile_x50688_y11776_gray_matter,79.2865,131.41101,186.98947,312.93994,368,11,6,17,6,23,2.833333333333333,916,144.71067690849304,0.5496727250581801,2838,787.0092282295227,10757.5,418.89074099063873,0.2638159423657913,0.5322564538829954,0.0575787994768129,0.7704060715941019,1928,889.6782749891281,20,51,124,12,368,3.463597064136569,38677
142,tile_x28672_y48640_gray_matter_cell_4,2017-063_Iba1_Temporal_pole_Batch_8,tile_x28672_y48640_gray_matter,41.5309,147.27051,174.84666,294.45782,378,11,4,15,2,17,7.5,300,62.87005722522736,0.9537694498213252,1402,694.2396762371063,11036.5,398.6145234107971,0.1270330267747927,0.5741742182920943,0.0365543459057626,0.8728407132969868,1173,650.1980460882187,11,91,100,24,378,3.4599706799360064,63963
143,tile_x39424_y22016_gray_matter_cell_5,2018-001_Iba1_Temporal_pole_Batch_6,tile_x39424_y22016_gray_matter,17.578568,87.90518,85.00499,135.56355,57,1,7,8,7,15,1.1428571428571428,667,126.56854152679443,0.5232197712436425,1050,251.42135381698608,1690.5,160.0488005876541,0.6211180124223602,0.6365760034215565,0.2087347912506971,0.8293162808424085,418,278.0071402788162,10,25,30,6,57,3.456928233233451,104974
144,tile_x53248_y62464_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x53248_y62464_gray_matter,219.44057,25.785278,358.0818,228.24835,257,6,3,7,3,10,2.333333333333333,439,80.18376553058624,0.8580280573902273,1510,498.71781718730927,8136.0,407.1801624298096,0.1855948869223205,0.8164540114613154,0.0762916562204361,0.6166625598126944,1082,530.2741661071777,13,34,117,14,257,3.447674769653012,23341
145,tile_x63488_y20992_gray_matter_cell_1,2014-048_Iba1_Temporal_pole_Batch_8,tile_x63488_y20992_gray_matter,191.23096,99.64633,282.96912,252.1813,209,6,4,10,3,13,3.333333333333333,563,106.32590091228484,0.6258065673436196,1807,551.9310202598572,4938.0,287.4966288805008,0.3659376265694613,0.5208923186544999,0.0745415483721574,0.7507501651063663,1314,543.9310202598572,10,22,67,11,209,3.4447675499604005,9720
146,tile_x28160_y37888_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_8,tile_x28160_y37888_gray_matter,434.53998,162.97217,474.81915,198.03333,4,0,2,1,3,4,0.3333333333333333,774,108.1248904466629,0.8319542867138574,431,122.1248904466629,581.0,89.4705023765564,0.7418244406196214,0.7326148015308308,0.3631439054485059,0.9120659541987048,28,36.62741661071777,13,13,20,2,4,3.4419357300583933,63893
147,tile_x11264_y40448_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x11264_y40448_gray_matter,79.08323,201.57605,231.80655,286.01993,154,2,4,5,3,8,1.6666666666666667,775,119.49747383594512,0.6820153002014836,1747,352.4924215078354,5333.0,324.2187983989716,0.327582973935871,0.9197894156478048,0.1766864319496164,0.6375365147275098,972,437.50461411476135,14,51,93,7,154,3.439423370989792,31896
148,tile_x26624_y28160_gray_matter_cell_2,2017-160_Iba1_Temporal_pole_Batch_6,tile_x26624_y28160_gray_matter,220.41336,296.03296,274.74252,358.6317,64,1,3,3,4,7,0.75,534,90.6690467596054,0.8162684700725132,759,199.37972366809845,1526.5,156.34546542167664,0.4972158532590894,0.7841593043931605,0.2399328210990034,0.7847586173217752,296,190.20815074443817,11,17,43,7,64,3.4378354774968436,85181
149,tile_x8704_y5120_gray_matter_cell_3,2016-020_Iba1_Temporal_pole_Batch_8,tile_x8704_y5120_gray_matter,110.29727,232.11575,167.99472,273.66226,25,0,4,4,4,8,1.0,648,94.6690467596054,0.9085919016576433,1118,153.1959581375122,1216.5,132.82759046554563,0.919030004110152,0.8670437006328624,0.5986280367818096,0.8664537552914274,470,153.1959581375122,14,18,27,4,25,3.4332983505199555,28473
150,tile_x51200_y39936_gray_matter_cell_1,2016-020_Iba1_Temporal_pole_Batch_8,tile_x51200_y39936_gray_matter,374.7157,181.82486,506.3645,399.47946,299,5,4,11,3,14,3.6666666666666665,560,94.911687374115,0.7811932858944317,1716,538.2741661071777,15013.0,489.92604088783264,0.1143009391860387,0.9101793690583354,0.0744252108850971,0.7859886969584831,1163,589.6295045614243,12,39,147,9,299,3.4304594783635167,22889
151,tile_x21504_y27136_gray_matter_cell_4,2018-001_Iba1_Temporal_pole_Batch_6,tile_x21504_y27136_gray_matter,304.1281,76.291885,441.32672,155.58443,137,1,4,5,4,9,1.25,992,158.36753106117249,0.4970376003423322,1901,379.6051193475723,5803.5,309.45134449005127,0.3275609545963642,0.8151927587855127,0.1657783678476178,0.7615792538300231,916,506.1736608743668,18,38,85,6,137,3.419502201155682,97229
152,tile_x69120_y20992_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x69120_y20992_gray_matter,17.330109,240.49374,158.45712,431.2784,342,6,2,8,2,10,4.0,277,59.69848430156708,0.9767041282263657,1733,669.168608546257,13299.0,434.99881756305695,0.1303105496653883,0.6500586130423468,0.0486336995745929,0.88318705959278,1461,716.6244522333145,10,71,87,13,342,3.4181881962879124,60363
153,tile_x18432_y48640_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x18432_y48640_gray_matter,388.3259,19.738983,498.6257,191.82355,428,13,9,20,11,31,1.818181818181818,612,110.46803629398346,0.6302139587887914,2552,909.3351291418076,9252.5,396.827090382576,0.275817346663064,0.4363925660246787,0.0387831068014737,0.7383568909525684,2005,984.5899623632432,10,35,93,15,428,3.4030238013446636,33194
154,tile_x90112_y43520_gray_matter_cell_1,2017-129_Iba1_Tp_B8_100,tile_x90112_y43520_gray_matter,242.53815,254.52713,362.502,350.32693,200,3,4,7,4,11,1.75,590,89.49747383594513,0.9256361803749606,1879,543.6295045614243,5890.5,300.5210233926773,0.3189882013411425,0.5528048438708714,0.0798970244606918,0.8196195447999252,1320,590.7422024011612,13,50,75,15,200,3.402173756308557,81157
155,tile_x2560_y11776_gray_matter_cell_4,2016-020_Iba1_Temporal_pole_Batch_8,tile_x2560_y11776_gray_matter,45.958908,431.82117,105.56734,496.6792,83,3,3,4,2,6,2.0,360,77.01219260692596,0.7627696212937142,750,254.45079135894773,2276.5,188.93456208705905,0.3294531078409839,0.7425190587068502,0.1455671957217456,0.8014098869301066,432,232.89444243907928,9,35,47,7,83,3.3973064854696435,18184
156,tile_x28672_y61952_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x28672_y61952_gray_matter,32.277084,230.17618,139.01587,377.38742,259,8,6,15,6,21,2.5,826,132.18376553058624,0.5940645980644126,2242,621.6711347103119,6820.0,319.9201993942261,0.3287390029325513,0.5146132440961786,0.0728994189454164,0.8373575010200607,1425,714.7838325500488,10,35,75,16,259,3.3948839580673815,85859
157,tile_x60928_y7680_gray_matter_cell_1,2016-032_Iba1_Temporal_pole_Batch_8,tile_x60928_y7680_gray_matter,329.72693,224.98875,439.73035,367.50403,283,10,4,14,2,16,7.0,481,100.911687374115,0.5935700835401243,1613,588.3157962560654,8397.0,350.5641305446625,0.1920924139573657,0.5958774739274192,0.0585629860528849,0.858616168776262,1157,568.6589421033859,9,31,94,16,283,3.3885880796513748,30121
158,tile_x11776_y20480_gray_matter_cell_3,2017-014_Iba1_Temporal_pole_Batch_6,tile_x11776_y20480_gray_matter,53.404613,326.08862,112.51399,364.31604,60,3,2,1,4,5,0.25,487,111.49747383594512,0.4922761207516956,888,142.36753106117249,1011.5,130.170725107193,0.8779041028175977,0.9143287387013912,0.550555268154171,0.7501517089742661,452,179.82337474822998,8,23,26,10,60,3.3803864822647594,31929
159,tile_x30720_y28672_gray_matter_cell_2,2018-001_Iba1_Temporal_pole_Batch_6,tile_x30720_y28672_gray_matter,239.32523,381.613,301.47012,469.6768,78,2,4,5,3,8,1.6666666666666667,543,86.18376553058624,0.9186683683871826,1245,263.0365778207779,2240.5,212.6987500190735,0.5556795358178978,0.8086280310565686,0.2261241379651044,0.6223360183281147,702,263.0365778207779,13,23,66,4,78,3.374842103612537,101453
160,tile_x14336_y23040_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x14336_y23040_gray_matter,42.885284,185.28183,113.25081,281.24023,152,7,2,9,2,11,4.5,316,64.5269113779068,0.9537074847171328,1194,388.9188276529312,3097.0,223.58262753486636,0.3855343881175331,0.5748824989629715,0.0991964785091815,0.778529293093695,878,388.9188276529312,11,46,77,8,152,3.374467081577166,70088
161,tile_x13312_y52224_gray_matter_cell_1,2018-001_Iba1_Temporal_pole_Batch_6,tile_x13312_y52224_gray_matter,43.851837,211.28125,212.95074,270.57388,208,6,2,8,2,10,4.0,164,48.14213538169861,0.8892072856538896,1995,429.26197350025177,3737.0,334.3802810907364,0.5338506823655339,0.778965530918476,0.1360529391560221,0.4200022769420747,1914,408.19090580940247,8,20,140,12,208,3.373958996242955,94458
162,tile_x40960_y17408_gray_matter_cell_1,2014-048_Iba1_Temporal_pole_Batch_8,tile_x40960_y17408_gray_matter,202.2698,22.27644,360.5616,119.90321,22,0,4,3,3,6,1.0,2085,344.9188276529312,0.220232861032686,1013,453.8893901109696,3757.0,323.6407608985901,0.2696300239552834,0.7130388326976854,0.0617901496954385,0.4507384760198334,102,97.01219260692596,32,32,85,2,22,3.369224807380225,4756
163,tile_x45568_y52736_gray_matter_cell_2,2016-020_Iba1_Temporal_pole_Batch_8,tile_x45568_y52736_gray_matter,184.11111,403.43896,300.4214,507.91772,152,3,4,7,4,11,1.75,558,88.76955199241638,0.8898483650557818,1409,344.9777027368545,4590.5,282.37311589717865,0.3069382420215663,0.8185257008119449,0.1487780305672245,0.7234743918940363,851,434.57568180561066,12,28,81,12,152,3.3687153238792438,21882
164,tile_x26624_y50688_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x26624_y50688_gray_matter,230.65703,94.40631,345.7929,187.13907,158,2,5,6,4,10,1.5,475,91.01219260692596,0.7206166944817961,1159,464.8183224201202,4424.0,267.70918011665344,0.2619801084990958,0.5759436906936036,0.0674103872639178,0.7757083284815701,783,434.4335464239121,13,27,76,9,158,3.3666639398896474,54400
165,tile_x84480_y28672_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x84480_y28672_gray_matter,61.13803,191.15036,229.31644,373.7358,344,8,4,10,4,14,2.5,371,71.35533845424652,0.9156528105001552,1647,629.9137753248215,12607.5,459.73376977443695,0.1306365258774539,0.7298360311891425,0.0521604406287127,0.7495938741631489,1276,679.9554054737091,11,35,102,10,344,3.3657969034411077,41545
166,tile_x24064_y40960_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x24064_y40960_gray_matter,271.11957,89.4092,386.01935,223.4971,155,3,2,5,2,7,2.5,443,76.5269113779068,0.9505724410209084,1433,398.0904005765915,4758.5,305.2713930606842,0.3011453189030156,0.7668393727116533,0.1136299050746786,0.6416640684777085,990,398.0904005765915,12,19,102,5,155,3.363971625061181,17815
167,tile_x47616_y52736_gray_matter_cell_4,2014-048_Iba1_Temporal_pole_Batch_8,tile_x47616_y52736_gray_matter,344.2121,390.46375,473.20282,468.40485,114,3,10,6,10,16,0.6,2723,332.04877042770386,0.3103514312606774,2003,633.7127648591995,4953.0,287.02217411994934,0.4044013729053099,0.452921560107316,0.062676668340573,0.755522308576768,491,336.14927566051483,13,78,78,9,114,3.362837387454542,6274
168,tile_x32256_y47104_gray_matter_cell_7,2017-014_Iba1_Temporal_pole_Batch_6,tile_x32256_y47104_gray_matter,237.6564,187.37106,381.70364,309.67288,189,2,3,5,3,8,1.6666666666666667,479,108.71067690849304,0.5093320174410565,1309,443.0020879507065,6322.0,358.9091806411743,0.2070547295159759,0.8101749188168853,0.0838181294000693,0.6167302074413893,870,453.24472856521606,10,31,79,10,189,3.3610732318115737,35302
169,tile_x31744_y17920_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x31744_y17920_gray_matter,137.3475,307.20984,262.32742,386.76733,138,5,4,5,3,8,1.6666666666666667,503,95.74011445045473,0.6895884271710637,1782,334.4924215078354,2980.5,264.8261934518814,0.5978862606945143,0.7917255412188103,0.2001451168559255,0.5340440907666725,1279,421.4041088819504,11,48,99,9,138,3.3496676669999412,86424
170,tile_x29696_y44544_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x29696_y44544_gray_matter,240.83142,190.62479,382.5384,318.95297,339,15,3,18,3,21,6.0,493,87.25483322143555,0.8137252600964401,2550,640.0559107065201,9457.5,382.64815175533295,0.2696272799365583,0.5978355099212351,0.0782193530249241,0.8116839791798648,2080,675.8549002408981,12,89,108,12,339,3.349585052268047,85992
171,tile_x22016_y21504_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x22016_y21504_gray_matter,297.26505,276.27734,432.32523,406.86853,319,8,6,12,7,19,1.7142857142857142,675,155.78174459934235,0.3495268237725138,2274,538.6589421033859,9071.0,370.91794753074646,0.2506890089295557,0.6885951731950556,0.0984855640875752,0.8285320923842836,1710,693.269113779068,13,18,81,12,319,3.3417938159607896,44097
172,tile_x38912_y18944_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x38912_y18944_gray_matter,378.10077,32.424637,452.3051,104.46776,158,12,3,7,2,9,3.5,774,101.9827550649643,0.9351845949355134,1688,357.9482651948929,2961.5,202.4028837680817,0.569981428330238,0.5654528976635183,0.1655548020883683,0.90842318364617,915,432.6173119544983,17,37,48,15,158,3.3378188973883685,20520
173,tile_x28672_y41472_gray_matter_cell_0,2018-001_Iba1_Temporal_pole_Batch_6,tile_x28672_y41472_gray_matter,204.33707,157.33844,287.7233,338.13766,253,4,3,7,3,10,2.333333333333333,519,102.76955199241638,0.6175161144936108,1322,593.2863587141037,8381.5,397.23542761802673,0.1577283302511483,0.6695509205352366,0.0471968043008291,0.6674760155296107,949,559.6295045614243,20,38,89,15,253,3.3370094843461833,100477
174,tile_x33280_y46080_gray_matter_cell_4,2016-020_Iba1_Temporal_pole_Batch_8,tile_x33280_y46080_gray_matter,1.2644806,119.08652,93.03798,243.22733,105,1,3,4,3,7,1.3333333333333333,788,108.56854152679443,0.8400943697498525,1089,260.69343197345734,2907.5,267.03053534030914,0.374548581255374,1.024308642219636,0.2013620225576435,0.5123983641443642,415,279.4213538169861,19,34,65,6,105,3.33523042325898,19603
175,tile_x34816_y60416_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x34816_y60416_gray_matter,119.87506,210.26965,228.88226,277.6634,76,0,3,3,3,6,1.0,497,99.01219260692596,0.6370725559359722,905,246.1076455116272,2624.0,216.61071741580963,0.3448932926829268,0.8801462342443807,0.1877622288945471,0.7027709697416065,417,289.90663504600525,21,26,47,4,76,3.325187559664425,55488
176,tile_x18944_y29184_gray_matter_cell_3,2017-160_Iba1_Temporal_pole_Batch_6,tile_x18944_y29184_gray_matter,172.77759,1.0778503,293.57428,159.75024,195,5,4,5,3,8,1.6666666666666667,254,56.87005722522736,0.9869070471454644,824,297.1787132024765,5066.5,346.47645902633667,0.1626369288463436,1.165885858016594,0.117246984011357,0.530359614738781,591,316.73506212234497,9,38,111,9,195,3.3228956090042097,83278
177,tile_x22528_y61952_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x22528_y61952_gray_matter,239.85309,135.41315,325.34796,262.16092,162,3,3,6,3,9,2.0,351,69.94112491607666,0.9016785829566868,880,297.0365778207779,3914.5,253.78048360347748,0.2248052113935368,0.8543745200182056,0.1253350881340611,0.7637825293224653,565,323.66399443149567,13,34,62,10,162,3.319775619554877,84177
178,tile_x57344_y10240_gray_matter_cell_6,2017-026_Iba1_Temporal_pole_Batch_8,tile_x57344_y10240_gray_matter,378.6659,247.61314,423.3916,340.42517,85,3,4,6,4,10,1.5,417,85.69848430156708,0.7135092984859188,1032,236.6518018245697,1933.0,188.16113126277924,0.5338851526125195,0.7950969729030981,0.2315634068230114,0.6860912602406029,637,265.2792184352875,8,21,39,9,85,3.318985593735848,48155
179,tile_x20992_y47104_gray_matter_cell_2,2018-001_Iba1_Temporal_pole_Batch_6,tile_x20992_y47104_gray_matter,354.7162,260.8947,408.34637,307.1867,11,0,6,1,5,6,0.2,840,186.61017167568207,0.3031227450815983,692,215.5807341337204,1348.5,139.52841973304749,0.5131627734519837,0.6472211920685863,0.1871095978804527,0.8704332325371794,150,123.25483322143556,14,15,30,2,11,3.316659214045051,97134
180,tile_x58368_y11264_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x58368_y11264_gray_matter,243.4538,186.49103,384.45844,317.2646,176,3,3,5,4,9,1.25,464,84.76955199241638,0.811424410645363,1673,344.14927566051483,5840.0,339.61445128917694,0.286472602739726,0.9868230890138172,0.1775056108244557,0.6362830980356617,1209,429.7472547292709,11,19,93,8,176,3.309893188208284,48310
181,tile_x32256_y61440_gray_matter_cell_1,2014-048_Iba1_Temporal_pole_Batch_8,tile_x32256_y61440_gray_matter,396.156,339.20596,457.82776,386.8038,36,2,2,3,3,6,1.0,803,111.49747383594512,0.8116996405823648,684,191.23758828639984,1286.5,140.113361120224,0.5316750874465604,0.7326664301496443,0.2350279158806081,0.823494213745969,182,96.911687374115,14,16,40,3,36,3.30823378581236,2960
182,tile_x67584_y47616_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_8,tile_x67584_y47616_gray_matter,172.93811,353.27573,255.13739,463.04404,140,2,5,5,3,8,1.6666666666666667,255,57.69848430156708,0.9625454270460672,942,344.9777027368545,3542.0,257.2753522396088,0.2659514398644833,0.7457738578422147,0.0994669303011536,0.6724531896718998,719,344.14927566051483,10,24,60,7,140,3.3050991432590817,66993
183,tile_x20992_y49664_gray_matter_cell_3,2017-014_Iba1_Temporal_pole_Batch_6,tile_x20992_y49664_gray_matter,71.63757,173.70233,217.54349,349.85004,446,7,4,11,4,15,2.75,442,85.84061968326569,0.7537831847963149,1752,720.0975408554077,17250.5,511.9198224544525,0.1015622735572882,0.7109034448948961,0.0424581737787657,0.8271945386180772,1315,769.8965303897858,10,69,123,12,446,3.291844992651068,33486
184,tile_x34816_y39424_gray_matter_cell_4,2014-048_Iba1_Temporal_pole_Batch_8,tile_x34816_y39424_gray_matter,187.52655,81.145744,297.8042,227.56635,184,2,3,5,3,8,1.6666666666666667,295,63.455843687057495,0.9206374442290132,1324,435.546244263649,5859.0,314.4083663225174,0.2259771292029356,0.7218713752292093,0.0877059996361784,0.7448094428206119,1044,452.1320307254791,10,28,85,7,184,3.2868658318829143,3408
185,tile_x69120_y20992_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x69120_y20992_gray_matter,313.79773,245.86462,363.24316,290.64868,18,1,1,2,1,3,2.0,444,78.18376553058624,0.9127664476030944,747,123.25483322143556,933.5,118.99708116054536,0.8002142474558115,0.9654556989806568,0.6179061945729086,0.8284218948314551,316,182.61017167568207,14,29,30,3,18,3.281421783633133,25901
186,tile_x43520_y27136_gray_matter_cell_2,2018-001_Iba1_Temporal_pole_Batch_6,tile_x43520_y27136_gray_matter,30.917389,228.09595,71.36631,279.7104,46,0,3,4,2,6,2.0,289,62.76955199241638,0.9217425771017136,494,148.61017167568207,807.5,118.60530006885529,0.611764705882353,0.7980967838977562,0.2810863403528056,0.7213469532484624,213,146.36753106117249,9,11,34,6,46,3.2803408398658664,105622
187,tile_x41472_y17408_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x41472_y17408_gray_matter,354.3692,384.6266,454.32043,466.55603,78,2,3,4,2,6,2.0,446,81.35533845424652,0.8467839356083372,819,213.3380935192108,1858.5,189.3465485572815,0.4406779661016949,0.8875421423048907,0.2261293562209397,0.6514148326615694,382,233.82337474823,12,17,48,6,78,3.274313661199126,88120
188,tile_x74240_y23040_gray_matter_cell_0,2016-032_Iba1_Temporal_pole_Batch_8,tile_x74240_y23040_gray_matter,348.0501,84.81555,426.42365,271.7142,308,13,6,17,5,22,3.4,339,69.94112491607666,0.8708519647359454,1531,613.2863587141037,5615.0,348.2666525840759,0.2726625111308994,0.5678695565873947,0.0511515084006517,0.5817492624030844,1208,636.6000670194626,10,51,102,9,308,3.272847733664024,30677
189,tile_x17920_y19456_gray_matter_cell_0,2018-001_Iba1_Temporal_pole_Batch_6,tile_x17920_y19456_gray_matter,367.7232,29.711884,493.3178,102.49368,167,3,4,7,4,11,1.75,347,66.87005722522736,0.9751601581046678,1261,379.36247873306274,4166.0,272.6010663509369,0.3026884301488238,0.7185767745437782,0.1101073225126398,0.704488695941667,914,439.9898953437805,11,32,68,10,167,3.269776154666944,96246
190,tile_x71168_y60928_gray_matter_cell_0,2016-032_Iba1_Temporal_pole_Batch_8,tile_x71168_y60928_gray_matter,5.389328,145.82864,128.16206,229.655,166,5,7,11,5,16,2.2,737,136.56854152679443,0.4965648898422617,1751,452.3746713399887,4356.5,269.29177236557007,0.4019281533340985,0.5952848146159359,0.1075225236033093,0.7549208375153513,1051,516.0731556415558,7,34,68,12,166,3.262584316448242,30518
191,tile_x24064_y26112_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x24064_y26112_gray_matter,229.80891,201.12537,343.13617,281.94678,171,3,3,7,2,9,3.5,425,81.69848430156708,0.8001488681061444,1169,350.19090580940247,5078.5,272.4037356376648,0.2301860785665058,0.7778721009560576,0.1197883679653473,0.8600410936148235,746,399.4041088819504,15,22,64,8,171,3.2547659866436396,33801
